Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Store.2,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Week of Year,PromotionActive,RandSample
812,6,2015-01-31,3285,389,1,0,0,0,812,d,a,2590,9,2012,0,,,,2015,1,5,"""No""",0.146818106
826,2,2015-05-19,10659,843,1,1,0,0,826,a,c,7980,6,2005,0,,,,2015,5,21,"""Yes""",0.914042217
983,1,2015-07-20,7074,1008,1,0,0,1,983,a,a,40,3,2014,1,1,2014,"Jan,Apr,Jul,Oct",2015,7,30,"""Yes""",0.354804787
701,3,2015-03-18,6071,636,1,1,0,0,701,d,a,1450,3,2012,1,14,2011,"Jan,Apr,Jul,Oct",2015,3,12,"""Yes""",0.295224824
507,2,2015-07-28,9072,637,1,1,0,1,507,a,c,9070,4,2011,1,37,2009,"Jan,Apr,Jul,Oct",2015,7,31,"""Yes""",0.577051307
1113,2,2015-01-06,7458,757,1,1,0,1,1113,a,c,9260,,,0,,,,2015,1,2,"""Yes""",0.674153613
724,4,2015-02-26,6588,697,1,0,0,0,724,d,c,5900,,,0,,,,2015,2,9,"""No""",0.309016211
282,3,2015-05-20,4643,649,1,1,0,0,282,a,a,1220,12,2010,0,,,,2015,5,21,"""Yes""",0.919119787
999,1,2015-03-30,18871,1063,1,1,0,0,999,d,c,15140,2,2002,1,37,2009,"Jan,Apr,Jul,Oct",2015,3,14,"""Yes""",0.812118335
128,5,2015-03-27,7793,604,1,0,0,0,128,d,c,2000,,,1,1,2013,"Jan,Apr,Jul,Oct",2015,3,13,"""Yes""",0.955666244
544,1,2015-04-20,11800,1726,1,0,0,0,544,a,a,250,12,2001,1,13,2010,"Jan,Apr,Jul,Oct",2015,4,17,"""Yes""",0.971168329
290,1,2015-06-15,11943,974,1,1,0,0,290,a,a,4150,5,2001,0,,,,2015,6,25,"""Yes""",0.562085642
308,4,2015-03-19,9496,943,1,1,0,0,308,a,a,1070,12,2006,1,13,2010,"Jan,Apr,Jul,Oct",2015,3,12,"""Yes""",0.954016838
398,3,2015-01-21,4212,517,1,0,0,0,398,c,c,1540,,,1,1,2012,"Jan,Apr,Jul,Oct",2015,1,4,"""Yes""",0.677359933
298,6,2015-02-28,9272,769,1,0,0,0,298,d,a,19840,7,2009,0,,,,2015,2,9,"""No""",0.473849272
186,4,2015-02-26,2875,305,1,0,0,0,186,a,a,290,10,2011,1,40,2014,"Jan,Apr,Jul,Oct",2015,2,9,"""Yes""",0.273068343
518,4,2015-03-12,4255,394,1,0,0,0,518,d,c,3330,3,2015,1,13,2010,"Jan,Apr,Jul,Oct",2015,3,11,"""Yes""",0.552687906
484,3,2015-07-01,7844,698,1,1,0,0,484,a,c,14300,3,2011,0,,,,2015,7,27,"""Yes""",0.968991009
513,1,2015-03-23,18158,2042,1,0,0,0,513,a,a,400,8,2013,0,,,,2015,3,13,"""No""",0.109653502
1087,6,2015-01-10,5732,552,1,0,0,0,1087,d,c,2210,11,2011,0,,,,2015,1,2,"""No""",0.305483057
732,3,2015-03-04,4803,523,1,1,0,0,732,a,c,35280,,,0,,,,2015,3,10,"""Yes""",0.844581276
549,1,2015-06-29,6120,677,1,1,0,0,549,a,c,2330,,,0,,,,2015,6,27,"""Yes""",0.052552403
1030,3,2015-07-08,3074,319,1,0,0,0,1030,a,a,36410,4,2008,0,,,,2015,7,28,"""No""",0.938188262
201,5,2015-03-20,6022,465,1,1,0,0,201,d,a,20260,,,1,18,2014,"Mar,Jun,Sept,Dec",2015,3,12,"""Yes""",0.310678071
743,2,2015-04-28,4467,439,1,1,0,0,743,a,a,6710,11,2003,1,14,2012,"Jan,Apr,Jul,Oct",2015,4,18,"""Yes""",0.135643007
737,5,2015-06-05,7467,1031,1,1,0,0,737,a,a,100,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",2015,6,23,"""Yes""",0.59270866
378,6,2015-06-27,6573,959,1,0,0,0,378,a,c,2140,8,2012,0,,,,2015,6,26,"""No""",0.700798477
412,5,2015-01-16,9854,654,1,1,0,0,412,d,c,4460,,,1,39,2010,"Jan,Apr,Jul,Oct",2015,1,3,"""Yes""",0.43245134
764,1,2015-05-11,3285,421,1,0,0,0,764,a,c,26490,,,1,10,2014,"Mar,Jun,Sept,Dec",2015,5,20,"""Yes""",0.446875276
908,4,2015-01-29,5082,395,1,1,0,0,908,a,a,1980,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",2015,1,5,"""Yes""",0.658767851
1042,6,2015-03-14,2657,391,1,0,0,0,1042,a,a,3440,,,1,31,2013,"Feb,May,Aug,Nov",2015,3,11,"""Yes""",0.545223034
538,2,2015-01-27,4892,679,1,1,0,0,538,a,a,990,2,2010,0,,,,2015,1,5,"""Yes""",0.866515323
294,5,2015-02-06,7113,788,1,1,0,0,294,a,a,3150,5,2005,0,,,,2015,2,6,"""Yes""",0.49098197
358,6,2015-05-02,12272,1276,1,0,0,0,358,a,a,2890,10,2003,0,,,,2015,5,18,"""No""",0.137038856
1095,4,2015-03-05,4970,661,1,1,0,0,1095,a,a,690,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",2015,3,10,"""Yes""",0.676194056
1028,6,2015-03-07,2815,374,1,0,0,0,1028,a,a,150,,,1,31,2013,"Jan,Apr,Jul,Oct",2015,3,10,"""Yes""",0.27653679
236,3,2015-05-27,7972,918,1,0,0,0,236,a,a,1000,11,2007,0,,,,2015,5,22,"""No""",0.062631061
248,4,2015-07-09,7458,1043,1,0,0,0,248,a,c,340,9,2012,1,40,2012,"Jan,Apr,Jul,Oct",2015,7,28,"""Yes""",0.337733599
973,2,2015-06-30,15192,1336,1,1,0,1,973,d,c,330,,,1,28,2012,"Jan,Apr,Jul,Oct",2015,6,27,"""Yes""",0.131084327
411,6,2015-03-28,9089,694,1,0,0,0,411,d,c,8460,,,0,,,,2015,3,13,"""No""",0.979240917
481,3,2015-07-22,4312,440,1,0,0,0,481,c,c,7470,,,1,44,2012,"Feb,May,Aug,Nov",2015,7,30,"""Yes""",0.907534476
147,4,2015-04-23,5266,633,1,0,0,0,147,d,c,8540,,,0,,,,2015,4,17,"""No""",0.33561625
1058,6,2015-06-27,5536,466,1,0,0,0,1058,a,c,180,,,1,35,2010,"Mar,Jun,Sept,Dec",2015,6,26,"""Yes""",0.626654023
636,4,2015-03-12,4200,570,1,0,0,0,636,c,a,720,10,2004,1,13,2010,"Jan,Apr,Jul,Oct",2015,3,11,"""Yes""",0.827299909
402,2,2015-05-05,6009,579,1,1,0,0,402,c,c,5830,9,2011,1,13,2010,"Jan,Apr,Jul,Oct",2015,5,19,"""Yes""",0.62732971
128,1,2015-02-23,6181,542,1,0,0,0,128,d,c,2000,,,1,1,2013,"Jan,Apr,Jul,Oct",2015,2,9,"""Yes""",0.767775292
870,4,2015-04-02,9935,1109,1,1,0,1,870,a,a,780,4,2009,0,,,,2015,4,14,"""Yes""",0.479012717
174,4,2015-02-26,4771,410,1,0,0,0,174,a,a,13090,,,1,22,2012,"Jan,Apr,Jul,Oct",2015,2,9,"""Yes""",0.145806895
572,6,2015-06-13,6595,492,1,0,0,0,572,d,c,9230,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",2015,6,24,"""Yes""",0.947760018
1063,1,2015-07-20,4600,533,1,0,0,1,1063,a,c,6250,,,0,,,,2015,7,30,"""No""",0.459808144
462,6,2015-05-16,2244,280,1,0,0,0,462,a,a,44320,8,2008,0,,,,2015,5,20,"""No""",0.966380738
355,3,2015-04-08,8405,1085,1,0,0,1,355,a,c,9720,8,2013,0,,,,2015,4,15,"""No""",0.737936856
669,6,2015-05-02,6117,525,1,0,0,0,669,d,a,17080,7,2012,1,31,2013,"Jan,Apr,Jul,Oct",2015,5,18,"""Yes""",0.91600931
752,4,2015-05-28,4973,390,1,0,0,0,752,a,a,970,3,2013,1,31,2013,"Feb,May,Aug,Nov",2015,5,22,"""Yes""",0.796315394
956,3,2015-01-07,4326,526,1,1,0,0,956,a,a,2330,10,2014,1,18,2011,"Feb,May,Aug,Nov",2015,1,2,"""Yes""",0.841341893
1075,1,2015-06-22,10457,1005,1,0,0,0,1075,a,c,1410,10,2013,0,,,,2015,6,26,"""No""",0.206522823
246,5,2015-07-03,7913,961,1,1,0,0,246,c,a,4660,4,2013,0,,,,2015,7,27,"""Yes""",0.895449906
257,1,2015-01-12,6293,674,1,1,0,0,257,a,a,420,12,2012,0,,,,2015,1,3,"""Yes""",0.746733235
1032,6,2015-05-02,7578,712,1,0,0,0,1032,d,c,270,2,2013,1,40,2012,"Jan,Apr,Jul,Oct",2015,5,18,"""Yes""",0.146124051
34,3,2015-06-03,9629,1092,1,1,0,0,34,c,a,2240,9,2009,0,,,,2015,6,23,"""Yes""",0.522619818
211,3,2015-07-29,14796,1440,1,1,0,1,211,a,c,350,11,2006,0,,,,2015,7,31,"""Yes""",0.382323079
563,1,2015-03-16,7252,818,1,1,0,0,563,a,a,700,3,2015,1,10,2014,"Jan,Apr,Jul,Oct",2015,3,12,"""Yes""",0.029162717
274,2,2015-06-23,4911,1150,1,0,0,0,274,b,b,3640,,,1,10,2013,"Jan,Apr,Jul,Oct",2015,6,26,"""Yes""",0.341389585
975,5,2015-06-26,7329,720,1,0,0,0,975,a,c,9630,,,1,14,2011,"Jan,Apr,Jul,Oct",2015,6,26,"""Yes""",0.802179043
162,4,2015-06-25,5235,452,1,0,0,0,162,d,c,5340,3,2012,1,13,2010,"Jan,Apr,Jul,Oct",2015,6,26,"""Yes""",0.223777732
707,6,2015-04-11,5399,523,1,0,0,0,707,a,c,2900,7,1990,0,,,,2015,4,15,"""No""",0.033370869
1045,5,2015-06-05,9072,1089,1,1,0,0,1045,a,c,26990,12,2013,0,,,,2015,6,23,"""Yes""",0.753177977
484,6,2015-05-16,9172,883,1,0,0,0,484,a,c,14300,3,2011,0,,,,2015,5,20,"""No""",0.718767867
1016,6,2015-03-21,4139,410,1,0,0,0,1016,c,c,550,,,1,35,2010,"Mar,Jun,Sept,Dec",2015,3,12,"""Yes""",0.027747195
883,2,2015-06-02,5974,614,1,1,0,0,883,a,a,3200,6,2005,0,,,,2015,6,23,"""Yes""",0.320762876
480,3,2015-06-10,4549,621,1,0,0,0,480,a,a,300,11,2012,0,,,,2015,6,24,"""No""",0.737659627
418,5,2015-01-23,4628,566,1,0,0,0,418,a,a,1060,5,2009,1,27,2011,"Feb,May,Aug,Nov",2015,1,4,"""Yes""",0.224137432
1,2,2015-06-30,5735,568,1,1,0,0,1,c,a,1270,9,2008,0,,,,2015,6,27,"""Yes""",0.676191259
831,3,2015-07-08,10924,1347,1,0,0,1,831,a,a,800,6,2007,0,,,,2015,7,28,"""No""",0.47985708
237,3,2015-06-03,5156,651,1,1,0,0,237,a,a,1420,11,2007,0,,,,2015,6,23,"""Yes""",0.13375537
630,5,2015-04-24,5684,734,1,0,0,0,630,a,a,1690,4,2015,0,,,,2015,4,17,"""No""",0.451342459
984,3,2015-05-20,7076,755,1,1,0,0,984,c,a,440,,,1,1,2013,"Jan,Apr,Jul,Oct",2015,5,21,"""Yes""",0.709008026
1095,5,2015-04-10,4204,673,1,0,0,1,1095,a,a,690,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",2015,4,15,"""Yes""",0.735787617
622,3,2015-07-08,4042,406,1,0,0,0,622,a,c,10000,,,0,,,,2015,7,28,"""No""",0.741757884
519,5,2015-04-17,6397,620,1,1,0,1,519,c,c,2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct",2015,4,16,"""Yes""",0.098481382
852,2,2015-01-06,6188,666,1,1,0,1,852,c,a,940,4,2004,1,14,2011,"Jan,Apr,Jul,Oct",2015,1,2,"""Yes""",0.184987836
571,5,2015-01-16,9632,672,1,1,0,0,571,d,a,2110,11,1995,1,40,2014,"Jan,Apr,Jul,Oct",2015,1,3,"""Yes""",0.300092571
1026,4,2015-06-18,10138,1107,1,1,0,0,1026,c,a,450,6,2011,1,48,2012,"Mar,Jun,Sept,Dec",2015,6,25,"""Yes""",0.71870473
448,1,2015-07-13,11977,845,1,1,0,1,448,a,c,3970,9,2009,0,,,,2015,7,29,"""Yes""",0.372136418
1067,1,2015-06-29,8469,617,1,1,0,0,1067,d,c,12020,7,2009,0,,,,2015,6,27,"""Yes""",0.106340159
907,3,2015-02-11,5986,777,1,0,0,0,907,a,c,250,,,0,,,,2015,2,7,"""No""",0.31038811
803,4,2015-04-02,8367,666,1,1,0,1,803,d,a,1760,,,1,10,2014,"Mar,Jun,Sept,Dec",2015,4,14,"""Yes""",0.780952752
275,4,2015-07-16,6191,632,1,1,0,0,275,d,a,300,5,2014,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,29,"""Yes""",0.009376372
283,6,2015-01-17,6534,608,1,0,0,0,283,a,a,2260,,,1,40,2014,"Jan,Apr,Jul,Oct",2015,1,3,"""Yes""",0.448279992
365,2,2015-02-03,6018,620,1,1,0,0,365,c,a,2410,,,1,45,2009,"Feb,May,Aug,Nov",2015,2,6,"""Yes""",0.274573132
446,3,2015-04-08,4087,575,1,0,0,1,446,a,a,340,10,2000,1,31,2013,"Feb,May,Aug,Nov",2015,4,15,"""Yes""",0.040842673
391,3,2015-02-18,5857,674,1,1,0,0,391,a,a,460,11,2014,1,31,2013,"Feb,May,Aug,Nov",2015,2,8,"""Yes""",0.914284232
805,2,2015-04-21,3886,374,1,0,0,0,805,d,a,24770,10,2011,1,10,2014,"Mar,Jun,Sept,Dec",2015,4,17,"""Yes""",0.239726376
510,1,2015-06-01,13915,1198,1,1,0,0,510,a,c,8260,,,0,,,,2015,6,23,"""Yes""",0.720547201
293,3,2015-01-07,6820,854,1,1,0,0,293,c,c,140,11,2007,0,,,,2015,1,2,"""Yes""",0.132910803
899,4,2015-04-09,4906,555,1,0,0,1,899,d,a,2590,,,1,13,2010,"Jan,Apr,Jul,Oct",2015,4,15,"""Yes""",0.394601848
209,6,2015-05-16,5147,504,1,0,0,0,209,a,c,11680,9,2011,1,31,2013,"Jan,Apr,Jul,Oct",2015,5,20,"""Yes""",0.52333066
245,2,2015-07-14,9990,1119,1,1,0,0,245,a,c,1310,,,0,,,,2015,7,29,"""Yes""",0.343318427
23,5,2015-04-24,4502,418,1,0,0,0,23,d,a,4060,8,2005,0,,,,2015,4,17,"""No""",0.256003028
505,3,2015-01-14,4814,566,1,1,0,0,505,a,a,350,,,1,5,2013,"Feb,May,Aug,Nov",2015,1,3,"""Yes""",0.142416961
59,4,2015-06-25,4108,475,1,0,0,0,59,a,c,2840,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",2015,6,26,"""Yes""",0.088342231
179,3,2015-01-21,5105,791,1,0,0,0,179,a,c,480,,,0,,,,2015,1,4,"""No""",0.372700301
265,6,2015-07-04,2250,213,1,0,0,0,265,a,a,4580,,,1,14,2015,"Jan,Apr,Jul,Oct",2015,7,27,"""Yes""",0.001830049
413,2,2015-02-17,3952,423,1,1,0,1,413,a,c,760,9,2014,0,,,,2015,2,8,"""Yes""",0.100761944
1024,6,2015-01-10,6035,764,1,0,0,0,1024,c,c,1990,1,2012,0,,,,2015,1,2,"""No""",0.167334802
180,3,2015-04-08,6891,830,1,0,0,0,180,d,a,5800,9,2010,0,,,,2015,4,15,"""No""",0.093382798
997,4,2015-01-22,3131,301,1,0,0,0,997,d,c,5840,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",2015,1,4,"""Yes""",0.88943445
562,7,2015-04-12,20255,3460,1,0,0,0,562,b,c,1210,,,0,,,,2015,4,16,"""No""",0.775603154
978,3,2015-06-10,6268,930,1,0,0,0,978,c,c,3890,,,0,,,,2015,6,24,"""No""",0.604059518
642,5,2015-01-23,2906,427,1,0,0,0,642,c,c,530,4,2005,1,35,2010,"Mar,Jun,Sept,Dec",2015,1,4,"""Yes""",0.868828546
286,6,2015-01-31,2158,162,1,0,0,0,286,a,a,1460,4,2015,0,,,,2015,1,5,"""No""",0.328722045
488,1,2015-07-13,5452,509,1,1,0,0,488,a,c,2890,4,2014,0,,,,2015,7,29,"""Yes""",0.309514343
887,2,2015-06-09,5886,491,1,0,0,0,887,d,a,19700,,,1,37,2009,"Jan,Apr,Jul,Oct",2015,6,24,"""Yes""",0.787674164
217,1,2015-03-30,5920,766,1,1,0,0,217,c,a,3150,,,0,,,,2015,3,14,"""Yes""",0.299010324
698,4,2015-04-02,23275,2645,1,1,0,1,698,a,a,1790,5,2011,0,,,,2015,4,14,"""Yes""",0.437519531
610,5,2015-07-24,3196,439,1,0,0,1,610,a,a,660,1,2007,0,,,,2015,7,30,"""No""",0.168181942
744,1,2015-06-29,11682,1040,1,1,0,0,744,a,a,1370,12,2011,1,40,2014,"Jan,Apr,Jul,Oct",2015,6,27,"""Yes""",0.56593979
555,2,2015-03-03,4978,441,1,1,0,0,555,d,a,1560,1,2014,1,10,2013,"Mar,Jun,Sept,Dec",2015,3,10,"""Yes""",0.837906134
81,5,2015-06-05,9089,686,1,1,0,1,81,a,a,2370,3,2011,1,40,2014,"Jan,Apr,Jul,Oct",2015,6,23,"""Yes""",0.265418488
799,5,2015-03-20,11179,936,1,1,0,0,799,a,c,2700,,,0,,,,2015,3,12,"""Yes""",0.227422169
221,6,2015-02-28,5980,584,1,0,0,0,221,d,c,13530,9,2013,0,,,,2015,2,9,"""No""",0.431712576
515,2,2015-03-03,8429,646,1,1,0,0,515,d,c,11260,,,1,9,2011,"Feb,May,Aug,Nov",2015,3,10,"""Yes""",0.847845596
756,6,2015-03-07,18966,3000,1,0,0,0,756,a,c,50,,,1,40,2011,"Jan,Apr,Jul,Oct",2015,3,10,"""Yes""",0.729483613
288,4,2015-07-30,5825,430,1,1,0,0,288,d,a,800,,,1,14,2011,"Mar,Jun,Sept,Dec",2015,7,31,"""Yes""",0.30959174
787,2,2015-06-23,9259,1067,1,0,0,0,787,c,c,3210,6,2009,0,,,,2015,6,26,"""No""",0.544018362
294,3,2015-02-11,4718,723,1,0,0,0,294,a,a,3150,5,2005,0,,,,2015,2,7,"""No""",0.698972324
910,1,2015-06-29,9971,802,1,1,0,0,910,d,c,12480,,,1,1,2013,"Jan,Apr,Jul,Oct",2015,6,27,"""Yes""",0.461959674
479,6,2015-06-27,7514,898,1,0,0,0,479,a,a,320,12,2005,1,9,2011,"Feb,May,Aug,Nov",2015,6,26,"""Yes""",0.728614308
734,4,2015-07-02,7391,583,1,1,0,1,734,a,a,220,,,1,36,2013,"Mar,Jun,Sept,Dec",2015,7,27,"""Yes""",0.00356406
184,2,2015-05-12,6585,594,1,0,0,0,184,d,c,3560,,,0,,,,2015,5,20,"""No""",0.646557823
425,5,2015-06-12,2994,396,1,0,0,0,425,d,c,1460,,,0,,,,2015,6,24,"""No""",0.982520795
849,3,2015-07-29,9502,874,1,1,0,1,849,c,c,5000,,,0,,,,2015,7,31,"""Yes""",0.379154077
264,3,2015-05-06,7829,962,1,1,0,0,264,a,a,180,3,2014,0,,,,2015,5,19,"""Yes""",0.213246002
960,2,2015-06-16,8347,635,1,1,0,0,960,d,a,8990,,,1,31,2009,"Feb,May,Aug,Nov",2015,6,25,"""Yes""",0.27578629
403,2,2015-05-05,8847,819,1,1,0,0,403,a,a,4970,7,2015,0,,,,2015,5,19,"""Yes""",0.943521151
158,6,2015-02-28,9899,598,1,0,0,0,158,d,c,11840,,,1,31,2009,"Feb,May,Aug,Nov",2015,2,9,"""Yes""",0.903802801
452,3,2015-03-11,3865,388,1,0,0,0,452,a,c,1850,8,2013,1,5,2011,"Feb,May,Aug,Nov",2015,3,11,"""Yes""",0.291325313
561,1,2015-07-13,6421,571,1,1,0,1,561,d,a,14300,,,0,,,,2015,7,29,"""Yes""",0.189333922
953,1,2015-03-16,8350,743,1,1,0,0,953,a,a,19830,4,2006,1,22,2011,"Mar,Jun,Sept,Dec",2015,3,12,"""Yes""",0.331330457
417,1,2015-05-18,9786,974,1,1,0,0,417,a,c,840,,,1,10,2014,"Jan,Apr,Jul,Oct",2015,5,21,"""Yes""",0.411998413
237,5,2015-07-31,4879,564,1,1,0,1,237,a,a,1420,11,2007,0,,,,2015,7,31,"""Yes""",0.651384564
497,1,2015-01-19,7929,1035,1,0,0,0,497,a,c,1610,,,0,,,,2015,1,4,"""No""",0.231329185
101,2,2015-03-03,8969,857,1,1,0,0,101,d,c,2440,,,1,22,2012,"Mar,Jun,Sept,Dec",2015,3,10,"""Yes""",0.854516799
783,3,2015-02-04,6424,621,1,1,0,1,783,d,c,15490,,,0,,,,2015,2,6,"""Yes""",0.311069001
966,5,2015-03-13,5143,666,1,0,0,0,966,a,a,760,2,2008,0,,,,2015,3,11,"""No""",0.672733392
1028,2,2015-06-16,8433,775,1,1,0,0,1028,a,a,150,,,1,31,2013,"Jan,Apr,Jul,Oct",2015,6,25,"""Yes""",0.45226142
720,5,2015-03-20,7707,721,1,1,0,0,720,a,c,15320,3,2011,1,14,2013,"Feb,May,Aug,Nov",2015,3,12,"""Yes""",0.140774555
89,6,2015-03-28,5158,482,1,0,0,0,89,a,a,2380,7,2004,1,40,2014,"Jan,Apr,Jul,Oct",2015,3,13,"""Yes""",0.278867314
705,1,2015-03-02,12610,1338,1,1,0,0,705,a,a,4140,9,2012,1,18,2011,"Feb,May,Aug,Nov",2015,3,10,"""Yes""",0.360577442
998,4,2015-07-09,3558,487,1,0,0,0,998,a,a,780,9,2005,1,5,2013,"Feb,May,Aug,Nov",2015,7,28,"""Yes""",0.272816842
266,3,2015-05-06,4796,542,1,1,0,0,266,a,c,360,3,2014,1,9,2011,"Mar,Jun,Sept,Dec",2015,5,19,"""Yes""",0.47693137
276,3,2015-03-25,3240,476,1,0,0,0,276,a,a,2960,10,2014,1,36,2013,"Mar,Jun,Sept,Dec",2015,3,13,"""Yes""",0.152214314
123,5,2015-06-05,8637,1008,1,1,0,0,123,a,a,16760,9,2011,0,,,,2015,6,23,"""Yes""",0.165273252
582,2,2015-03-24,5273,791,1,0,0,0,582,a,a,120,,,0,,,,2015,3,13,"""No""",0.840028995
60,1,2015-04-27,12002,905,1,1,0,0,60,d,c,5540,10,2009,0,,,,2015,4,18,"""Yes""",0.928505262
852,5,2015-02-13,4303,598,1,0,0,0,852,c,a,940,4,2004,1,14,2011,"Jan,Apr,Jul,Oct",2015,2,7,"""Yes""",0.427507302
505,2,2015-07-07,4440,578,1,0,0,0,505,a,a,350,,,1,5,2013,"Feb,May,Aug,Nov",2015,7,28,"""Yes""",0.408925867
636,1,2015-02-23,3738,549,1,0,0,0,636,c,a,720,10,2004,1,13,2010,"Jan,Apr,Jul,Oct",2015,2,9,"""Yes""",0.530382595
287,3,2015-04-29,8953,891,1,1,0,0,287,c,a,2740,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",2015,4,18,"""Yes""",0.89508662
809,4,2015-03-26,6929,655,1,0,0,0,809,a,a,12770,10,2000,0,,,,2015,3,13,"""No""",0.914169193
507,5,2015-01-30,9820,673,1,1,0,0,507,a,c,9070,4,2011,1,37,2009,"Jan,Apr,Jul,Oct",2015,1,5,"""Yes""",0.861822288
843,1,2015-07-27,11216,1172,1,1,0,1,843,c,a,60,4,2006,0,,,,2015,7,31,"""Yes""",0.262859633
838,4,2015-07-02,9024,865,1,1,0,0,838,d,c,6890,,,1,48,2011,"Mar,Jun,Sept,Dec",2015,7,27,"""Yes""",0.348190606
437,6,2015-04-11,7415,834,1,0,0,0,437,c,c,430,,,1,50,2010,"Jan,Apr,Jul,Oct",2015,4,15,"""Yes""",0.885833821
551,2,2015-04-28,7566,1145,1,1,0,0,551,a,c,2190,9,2013,0,,,,2015,4,18,"""Yes""",0.510959113
807,1,2015-06-15,13399,1272,1,1,0,0,807,a,a,3870,4,2008,0,,,,2015,6,25,"""Yes""",0.59683116
345,4,2015-04-02,5227,497,1,1,0,1,345,a,a,120,,,1,22,2012,"Jan,Apr,Jul,Oct",2015,4,14,"""Yes""",0.098036202
680,3,2015-06-03,5665,820,1,1,0,0,680,c,a,170,,,1,35,2012,"Mar,Jun,Sept,Dec",2015,6,23,"""Yes""",0.725279559
1038,3,2015-03-04,5908,492,1,1,0,0,1038,d,a,17290,10,2013,0,,,,2015,3,10,"""Yes""",0.370753279
447,3,2015-01-28,5030,562,1,1,0,0,447,a,c,1510,9,2013,0,,,,2015,1,5,"""Yes""",0.877088753
672,2,2015-01-27,7628,1097,1,1,0,0,672,c,a,240,9,2002,0,,,,2015,1,5,"""Yes""",0.202736786
725,4,2015-01-22,4968,563,1,0,0,0,725,d,c,17540,6,2012,0,,,,2015,1,4,"""No""",0.265985195
1098,6,2015-02-21,2485,360,1,0,0,0,1098,a,a,1830,11,2004,0,,,,2015,2,8,"""No""",0.316243685
584,6,2015-05-09,5199,504,1,0,0,0,584,d,a,1360,,,1,35,2010,"Mar,Jun,Sept,Dec",2015,5,19,"""Yes""",0.110572594
797,2,2015-05-26,4323,448,1,0,0,1,797,a,a,2090,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",2015,5,22,"""Yes""",0.056970742
1051,6,2015-05-02,8340,1005,1,0,0,0,1051,c,a,200,7,1998,1,1,2012,"Jan,Apr,Jul,Oct",2015,5,18,"""Yes""",0.5236318
381,3,2015-03-25,7785,946,1,0,0,0,381,a,a,1800,11,2006,1,5,2013,"Feb,May,Aug,Nov",2015,3,13,"""Yes""",0.435292771
305,5,2015-02-13,4818,492,1,0,0,0,305,c,c,2470,2,2005,1,31,2013,"Mar,Jun,Sept,Dec",2015,2,7,"""Yes""",0.75115947
563,6,2015-05-30,4600,586,1,0,0,0,563,a,a,700,3,2015,1,10,2014,"Jan,Apr,Jul,Oct",2015,5,22,"""Yes""",0.769192633
884,3,2015-07-22,4470,439,1,0,0,0,884,d,c,7550,,,0,,,,2015,7,30,"""No""",0.267373662
1044,2,2015-06-02,8146,999,1,1,0,1,1044,c,a,240,4,2015,1,13,2010,"Jan,Apr,Jul,Oct",2015,6,23,"""Yes""",0.765454328
670,4,2015-07-02,7472,751,1,1,0,0,670,a,a,2060,,,1,45,2009,"Feb,May,Aug,Nov",2015,7,27,"""Yes""",0.773194875
440,2,2015-01-27,6351,684,1,1,0,0,440,d,a,3900,4,2005,1,45,2009,"Feb,May,Aug,Nov",2015,1,5,"""Yes""",0.701905275
633,6,2015-02-28,9384,679,1,0,0,0,633,d,a,11640,4,2005,1,22,2011,"Jan,Apr,Jul,Oct",2015,2,9,"""Yes""",0.544923738
247,5,2015-01-23,6761,586,1,0,0,0,247,d,c,70,11,2010,1,5,2013,"Feb,May,Aug,Nov",2015,1,4,"""Yes""",0.934732095
720,2,2015-03-03,7730,688,1,1,0,0,720,a,c,15320,3,2011,1,14,2013,"Feb,May,Aug,Nov",2015,3,10,"""Yes""",0.138633791
1067,1,2015-07-27,8716,644,1,1,0,0,1067,d,c,12020,7,2009,0,,,,2015,7,31,"""Yes""",0.359319241
797,5,2015-06-05,6786,629,1,1,0,1,797,a,a,2090,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",2015,6,23,"""Yes""",0.417212311
298,4,2015-02-26,6475,567,1,0,0,0,298,d,a,19840,7,2009,0,,,,2015,2,9,"""No""",0.072378087
666,2,2015-02-10,4133,491,1,0,0,0,666,c,c,2700,,,1,9,2011,"Mar,Jun,Sept,Dec",2015,2,7,"""Yes""",0.51682257
340,6,2015-06-06,5372,561,1,0,0,0,340,a,c,8080,,,0,,,,2015,6,23,"""No""",0.93941658
679,1,2015-07-06,10518,1155,1,0,0,0,679,a,a,4140,9,2012,0,,,,2015,7,28,"""No""",0.004277136
294,6,2015-01-24,3136,422,1,0,0,0,294,a,a,3150,5,2005,0,,,,2015,1,4,"""No""",0.38601151
